"product id","Part Number",Description
6878,20BB015A0AYNBNC0,"This Allen-Bradley/Rockwell Automation 15.3 AMP PowerFlex 700 AC drive utilizes 240 VAC 3 phase. This variable frequency drive is a size 1 frame. Also, this variable frequency drive has a horsepower output rating of 5 horsepower and a vect. control cassette option. It comes with a blank interface module included. In addition, this Allen-Bradley PowerFlex 700 AC drive is housed in an IP20 enclosure. "
6879,20BB015A0AYNBNC1,"The Allen Bradley 20BB015A0AYNBNC1 drive has power requirements of 240V AC. It comes with a blank interface module included. This VFD also includes an encoder (12V/5V). It has a vect. control unit. In addition, this drive has a rating of 5 horsepower and is a 15.3 A unit. "
54419,20BB015A3AYNBEC1,"This Allen Bradley PowerFlex 700 is a 240V AC VFD. This PowerFlex 700 also comes with a horsepower output rating of 5 HP. It has a NEMA/UL type 1 (IP20) rating. It has a vector control cassette board installed. Additionally, this PF700 is a 15.3 A unit and has a 1 frame size. "
54418,20BB015A3AYNBND0,"This variable frequency drive built by Rockwell Automation utilizes 240 VAC power. In addition, this drive is a 15.3 A drive and comes with a vect. control installed. It comes with a NEMA/UL type 1 (IP20) enclosure type rating. It has a LCD with a full keypad. Additionally, this PF700 is a 5 horsepower unit. "
54393,20BB015AYYBCA0,"This Rockwell Automation drive is powered with 3 phase 240V AC. Also, it has an output rating of 5 HP. This PowerFlex 700 AC drive comes with a (IP20) rating. This VFD in addition is a 15.3 AMP unit. It has a 1 frame size. "
6880,20BB022A0AYNBNC0,"This Allen Bradley 7.5 horsepower variable frequency drive is powered with 240 VAC 3 phase. Also, it comes with an IP 20, NEMA/UL type 1 enclosure rating, is a size 1 frame unit, and a vect. control cassette card included. Additionally, it has a blank cover included. This PowerFlex 700 is a 22 A unit. "
6881,20BB022A0AYNBNC0NNBA,"This AB 22 A variable frequency drive is powered with 240 VAC 3 phase. This variable frequency drive is a 7.5 HP drive. This drive comes with a vector cassette unit included. This AC drive has a 1 frame size and a blank cover human interface module. It comes with a (IP20) enclosure type. "
6882,20BB022A0AYNBNC1,"The AB 20BB022A0AYNBNC1 PowerFlex 700 AC drive is a 22 A unit. In addition, it is a 7.5 horsepower unit. It utilizes 240V AC power. It is contained in an IP20 enclosure type. Additionally, it comes with a blank interface module included and is a size 1 frame drive. "
54402,20BB022A0AYNBND0,"This VFD by Allen-Bradley has power requirements of 240 VAC 3 phase. Also, this VFD has a rating of 22 A and is a 7.5 HP unit. Additionally, it has a blank HIM unit included. This PowerFlex 700 AC drive has a 1 frame size. This PowerFlex 700 AC drive has a vector control cassette card included. "
54394,20BB022A2AYNBND1,"The 20BB022A2AYNBND1 built by Allen-Bradley/Rockwell Automation is a 3 phase 240V AC VFD. It comes with a HP rating of 7.5 HP. This PF700 is a size 1 frame drive. Additionally, it is a 22 AMP drive and is housed in an IP 20, NEMA/UL type 1 enclosure type. Also, this Allen Bradley PF700 has a 12V/5V encoder card. "
54417,20BB022A2AYYBRB0,"The 20BB022A2AYYBRB0 by Allen-Bradley/Rockwell Automation is a 240 VAC 3 phase VFD. This PF700 in addition is a 22 AMP drive. It comes with a horsepower rating of 7.5 horsepower and a (IP20) enclosure type. This drive comes with a standard control included. Additionally, this Allen-Bradley/Rockwell Automation PowerFlex 700 has a 1 frame size. "
54416,20BB022A3AYYBCC1,"The AB 20BB022A3AYYBCC1 PowerFlex 700 has power requirements of 240 VAC. This PF700 additionally has an output rating of 7.5 horsepower. This drive is a 22 A drive. In addition, it has a ControlNet card. This VFD has a 1 frame size, a NEMA/UL type 1 (IP20) enclosure, and includes a resistor. "
6883,20BB028A0AYNBNC0,"The Allen-Bradley 20BB028A0AYNBNC0 PowerFlex 700 AC drive is a 28 A drive. This AC drive in addition has a HP output rating of 10 horsepower. It has a vector control cassette option installed. Also, it is a 3 phase 240V AC variable frequency drive. This drive has an IP20 enclosure type. "
6884,20BB042A0AYNBNC0,"This Allen-Bradley/Rockwell Automation 3 phase 240V AC variable frequency drive is a 42 AMP unit. This PowerFlex 700 AC drive also comes with a horsepower rating of 15 horsepower. Additionally, this PowerFlex 700 AC drive comes with a vect. control cassette module included. It is housed in an IP20 enclosure type and has a blank cover human interface module included. It is a size 3 frame unit. "
54407,20BB042A0AYNBND0,"The 20BB042A0AYNBND0 built by Allen Bradley is a 15 horsepower drive. In addition, it has an IP20 enclosure type, a 3 frame size, and a blank cover included. This PowerFlex 700 has power requirements of 240V AC. It is a 42 AMP unit. It has a vector control cassette installed. "
54415,20BB042A3AYNBNB0,"The Rockwell Automation 20BB042A3AYNBNB0 drive comes with a rating of 15 HP. It has a NEMA/UL type 1 (IP20) enclosure rating. It is a 240 VAC 3 phase VFD. It comes with a 3 frame size. This VFD is a 42 A unit, comes with a standard cassette option, and a 20-HIM-A3 LCD/keypad human interface module. "
54422,20BB042A3AYNBND0NNAD,"The 20BB042A3AYNBND0NNAD made by Allen Bradley has power requirements of 3 phase 240V AC. Also, it comes with a 20-HIM-A3 LCD/keypad. This PF700 comes with a horsepower rating of 15 HP and a 3 frame size. In addition, this Allen-Bradley/Rockwell Automation PF700 comes with a ND Output rating of 42 A. This VFD is housed in an IP20 enclosure type. "
6885,20BB052A0AYNBNC0,"This Rockwell Automation PF700 has a ND Output rating of 52 AMP. This AC drive is a 240V AC drive. It is a 20 HP unit. Also, this PF700 is a size 3 frame. It comes with a vector control and a blank. "
54414,20BB052A0AYNBND0,"The Allen-Bradley 20BB052A0AYNBND0 drive utilizes 240 VAC to operate. It is contained in a (IP20) enclosure type. Also, it is a 52 AMP drive, is a size 3 frame drive, and has a vect. control option board. It has a blank. In addition, this PF700 is a 20 HP drive. "
54413,20BB052A0NYNADC1,"This Allen-Bradley/Rockwell Automation 240 VAC 3 phase drive is a 20 HP unit. This drive also is housed in an IP 20, NEMA/UL type 1 enclosure type. It has a vector option included and is a size 3 frame drive. This AC drive is a 52 A drive. In addition, this Allen-Bradley/Rockwell Automation drive includes an encoder unit. "
54405,20BB052A3AYNAEC1,"The 20BB052A3AYNAEC1 built by Allen-Bradley/Rockwell Automation is a 52 A drive. It comes with a vector board included. This AC drive comes with a horsepower output rating of 20 horsepower, requires 240V AC power to operate, and a 20-HIM-A3 LCD/keypad HIM unit installed. It comes with a (IP20) enclosure type rating. In addition, it includes an encoder (12V/5V) unit. "
6886,20BB070A0ANNANC0,"This PowerFlex 700 manufactured by Allen-Bradley is powered with 240 VAC 3 phase. This variable frequency drive comes with a horsepower rating of 25 horsepower and a 4 frame size. It is contained in an IP 20, NEMA/UL type 1 enclosure type. In addition, this PF700 is a 70 AMP unit. Also, it has a vect. control cassette card. "
6887,20BB080A0ANNANC0,"This PowerFlex 700 manufactured by Allen-Bradley is a 3 phase 240V AC variable frequency drive. This PowerFlex 700 additionally is a 80 AMP drive. This PowerFlex 700 AC drive comes with a vect. control cassette option board installed. Also, it is a 30 horsepower unit and comes with a blank cover HIM unit included. This PF700 has an IP20 enclosure type rating. "
6888,20BB104A0ANNANC0,"This drive made by AB is a 104 AMP drive. This VFD comes with an IP20. In addition, this VFD is a size 5 frame unit. Additionally, it is a 240V AC drive and is a 40 HP unit. It has a vect. control. "
54399,20BB104A3AYNANC0,"This AC drive by Rockwell Automation is a 104 AMP unit. Also, it has a vect. control module. Additionally, this AC drive is contained in a NEMA/UL type 1 (IP20) enclosure type. It is powered with 240V AC and has a 5 frame size. It is a 40 horsepower drive. "
